year,julian-day,standard-time,E-MD,GW,K-plant,P-MD,P-PD,leaftemp,treatment
2023,201,12,,,,0.04912336779128539,,,
2023,201,15,0.6376226679366619,12.649110640673518,0.02856524695032992,,,,
2023,201,16,0.6376226679366619,12.649110640673518,0.02856524695032992,,,,
2023,201,17,0.6376226679366619,12.649110640673518,0.02856524695032992,,,,
2023,201,3,,,,,0.02823305267160983,,
2023,201,4,,,,,0.02823305267160983,,
2023,201,5,,,,,0.02823305267160983,,
2023,201,7,0.6091947325955979,14.791138488222524,0.02866116226223602,,,,
2023,201,8,0.6091947325955979,14.791138488222524,0.02866116226223602,,,,
2023,201,9,0.6091947325955979,14.791138488222524,0.02866116226223602,,,,
2023,202,12,,,,0.06540812046085884,,,
2023,202,15,0.8077957662676873,13.928388277184117,0.024630062931304084,,,,
2023,202,16,0.8077957662676873,13.928388277184117,0.024630062931304084,,,,
2023,202,17,0.8077957662676873,13.928388277184117,0.024630062931304084,,,,
2023,202,3,,,,,0.07261466028901387,,
2023,202,4,,,,,0.07261466028901387,,
2023,202,5,,,,,0.07261466028901387,,
2023,202,7,1.0298038648208696,36.52396473549934,0.032655780499017316,,,,
2023,202,8,1.0298038648208696,36.52396473549934,0.032655780499017316,,,,
2023,202,9,1.0298038648208696,36.52396473549934,0.032655780499017316,,,,
2023,221,12,,,,0.04929022535746286,,,
2023,221,15,0.8015321439454426,22.03280382621432,0.05491104928275668,,,,
2023,221,16,0.8015321439454426,22.03280382621432,0.05491104928275668,,,,
2023,221,17,0.8015321439454426,22.03280382621432,0.05491104928275668,,,,
2023,221,3,,,,,0.05757557961862869,,
2023,221,4,,,,,0.05757557961862869,,
2023,221,5,,,,,0.05757557961862869,,
2023,221,7,0.5682027220397076,24.186773244895647,0.02801356814117045,,,,
2023,221,8,0.5682027220397076,24.186773244895647,0.02801356814117045,,,,
2023,221,9,0.5682027220397076,24.186773244895647,0.02801356814117045,,,,
2023,222,12,,,,0.09835536476358461,,,
2023,222,15,1.191568713922953,33.2264954516723,0.04974595460939512,,,,
2023,222,16,1.191568713922953,33.2264954516723,0.04974595460939512,,,,
2023,222,17,1.191568713922953,33.2264954516723,0.04974595460939512,,,,
2023,222,3,,,,,0.04519587001780878,,
