year,julian-day,standard-time,E-MD,GW,K-plant,P-MD,P-PD,leaftemp,treatment
2023,201,12,,,,0.04631294515455575,,,
2023,201,15,0.8044352055945835,13.416407864998735,0.043241877850065676,,,,
2023,201,16,0.8044352055945835,13.416407864998735,0.043241877850065676,,,,
2023,201,17,0.8044352055945835,13.416407864998735,0.043241877850065676,,,,
2023,201,3,,,,,0.03169297153067924,,
2023,201,4,,,,,0.03169297153067924,,
2023,201,5,,,,,0.03169297153067924,,
2023,201,7,0.7751412774456021,18.055470085267785,0.04461546816968303,,,,
2023,201,8,0.7751412774456021,18.055470085267785,0.04461546816968303,,,,
2023,201,9,0.7751412774456021,18.055470085267785,0.04461546816968303,,,,
2023,202,12,,,,0.03576531692487629,,,
2023,202,15,0.8440803016037962,15.506271132817341,0.036485552696314684,,,,
2023,202,16,0.8440803016037962,15.506271132817341,0.036485552696314684,,,,
2023,202,17,0.8440803016037962,15.506271132817341,0.036485552696314684,,,,
2023,202,3,,,,,0.055795208245492674,,
2023,202,4,,,,,0.055795208245492674,,
2023,202,5,,,,,0.055795208245492674,,
2023,202,7,0.5140445289834119,21.18962010041709,0.02022267704006239,,,,
2023,202,8,0.5140445289834119,21.18962010041709,0.02022267704006239,,,,
2023,202,9,0.5140445289834119,21.18962010041709,0.02022267704006239,,,,
2023,221,12,,,,0.03290390047800815,,,
2023,221,15,1.2745642392598342,31.559467676119002,0.11754548055965398,,,,
2023,221,16,1.2745642392598342,31.559467676119002,0.11754548055965398,,,,
2023,221,17,1.2745642392598342,31.559467676119002,0.11754548055965398,,,,
2023,221,3,,,,,0.10606915982823031,,
2023,221,4,,,,,0.10606915982823031,,
2023,221,5,,,,,0.10606915982823031,,
2023,221,7,0.4209940617158393,20.09975124224178,0.06571986001202376,,,,
2023,221,8,0.4209940617158393,20.09975124224178,0.06571986001202376,,,,
2023,221,9,0.4209940617158393,20.09975124224178,0.06571986001202376,,,,
2023,222,12,,,,0.06044745434542388,,,
2023,222,15,0.36755362420559345,9.480975102218594,0.020168980583504404,,,,
2023,222,16,0.36755362420559345,9.480975102218594,0.020168980583504404,,,,
2023,222,17,0.36755362420559345,9.480975102218594,0.020168980583504404,,,,
2023,222,3,,,,,0.04136423575989286,,
2023,222,4,,,,,0.04136423575989286,,
2023,222,5,,,,,0.04136423575989286,,
2023,222,7,0.4445192159325998,15.832456116050555,0.0278044960393099,,,,
2023,222,8,0.4445192159325998,15.832456116050555,0.0278044960393099,,,,
2023,222,9,0.4445192159325998,15.832456116050555,0.0278044960393099,,,,
2023,228,12,,,,0.05792735923006002,,,
2023,228,15,0.6172614248976416,12.948616399703354,0.028690765064738166,,,,
2023,228,16,0.6172614248976416,12.948616399703354,0.028690765064738166,,,,
2023,228,17,0.6172614248976416,12.948616399703354,0.028690765064738166,,,,
2023,228,3,,,,,0.05045268758163956,,
2023,228,4,,,,,0.05045268758163956,,
2023,228,5,,,,,0.05045268758163956,,
2023,228,7,0.5904871811573144,20.278614899006843,0.0284769107250847,,,,
2023,228,8,0.5904871811573144,20.278614899006843,0.0284769107250847,,,,
